"Server"|"Name"|"DefaultDatabase"|"CreateDate"|"DateLastModified"|"IsDisabled"
"[GRASRLYOSQL17]"|"NT SERVICE\SQLSERVERAGENT"|"master"|"1/7/2019 12:52:43 PM"|"1/7/2019 12:52:43 PM"|"False"
"[GRASRLYOSQL17]"|"NT SERVICE\SQLWriter"|"master"|"1/7/2019 12:52:42 PM"|"1/7/2019 12:52:42 PM"|"False"
"[GRASRLYOSQL17]"|"NT SERVICE\Winmgmt"|"master"|"1/7/2019 12:52:42 PM"|"1/7/2019 12:52:42 PM"|"False"
"[GRASRLYOSQL17]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"1/7/2019 12:52:42 PM"|"False"
"[GRASRLYOSQLB\INST1]"|"BUILTIN\Administrators"|"master"|"11/21/2011 4:28:07 PM"|"1/18/2021 2:52:48 PM"|"False"
"[GRASRLYOSQLB\INST1]"|"GRA2000\adm_R11030"|"master"|"10/21/2021 8:04:00 AM"|"10/21/2021 8:04:00 AM"|"False"
"[GRASRLYOSQLB\INST1]"|"GRA2000\IG_ADMIN_SQLSYSADMIN"|"master"|"11/12/2021 3:26:19 PM"|"11/12/2021 3:26:19 PM"|"False"
"[GRASRLYOSQLB\INST1]"|"GRA2000\R11030"|"master"|"6/21/2021 9:20:45 AM"|"11/4/2021 10:43:55 AM"|"False"
"[GRASRLYOSQLB\INST1]"|"NT AUTHORITY\SYSTEM"|"master"|"11/21/2011 4:28:07 PM"|"11/21/2011 4:28:07 PM"|"False"
"[GRASRLYOSQLB\INST1]"|"NT SERVICE\MSSQL$INST1"|"master"|"11/21/2011 4:28:07 PM"|"11/21/2011 4:28:07 PM"|"False"
"[GRASRLYOSQLB\INST1]"|"NT SERVICE\SQLAgent$INST1"|"master"|"11/21/2011 4:28:08 PM"|"11/21/2011 4:28:08 PM"|"False"
"[GRASRLYOSQLB\INST1]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"7/5/2021 3:32:55 PM"|"False"
"[GRASRLYOSQLB\INST2]"|"ADMINISTRAT"|"ADDENDA_PROD"|"10/13/2015 11:57:09 AM"|"10/13/2015 11:57:09 AM"|"False"
"[GRASRLYOSQLB\INST2]"|"BUILTIN\Administrators"|"master"|"11/21/2011 4:39:00 PM"|"11/21/2011 4:39:00 PM"|"False"
"[GRASRLYOSQLB\INST2]"|"GRA2000\adm_R11030"|"master"|"9/17/2021 12:22:20 PM"|"9/17/2021 12:22:20 PM"|"False"
"[GRASRLYOSQLB\INST2]"|"GRA2000\IG_ADMIN_SQLSYSADMIN"|"master"|"11/12/2021 3:26:19 PM"|"11/12/2021 3:26:19 PM"|"False"
"[GRASRLYOSQLB\INST2]"|"GRA2000\R93007"|"master"|"10/30/2015 10:37:27 AM"|"1/8/2020 11:46:00 AM"|"False"
"[GRASRLYOSQLB\INST2]"|"GRA2000\USR_SQLAD"|"master"|"10/19/2020 10:30:07 AM"|"10/19/2020 10:30:07 AM"|"False"
"[GRASRLYOSQLB\INST2]"|"NQI_Klif"|"ORCHESTRA_KLIF"|"11/22/2011 11:57:19 AM"|"10/30/2019 2:22:08 PM"|"True"
"[GRASRLYOSQLB\INST2]"|"NT AUTHORITY\SYSTEM"|"master"|"11/21/2011 4:38:59 PM"|"11/21/2011 4:39:00 PM"|"False"
"[GRASRLYOSQLB\INST2]"|"NT SERVICE\MSSQL$INST2"|"master"|"11/21/2011 4:39:00 PM"|"11/21/2011 4:39:00 PM"|"False"
"[GRASRLYOSQLB\INST2]"|"NT SERVICE\SQLAgent$INST2"|"master"|"11/21/2011 4:39:01 PM"|"11/21/2011 4:39:01 PM"|"False"
"[GRASRLYOSQLB\INST2]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"8/26/2021 2:15:28 PM"|"False"
"[GRASRLYOSQLB\INST2]"|"USR_FACT"|"master"|"1/23/2019 9:04:19 AM"|"10/19/2020 11:53:39 AM"|"False"
"[GRASRLYOSQLB\INST2]"|"USR_NQI"|"ORCHESTRA_KLIF"|"12/10/2013 9:54:21 AM"|"10/30/2019 2:24:55 PM"|"True"
"[GRASRLYOSQLB\INST2]"|"USR_TRESOR"|"SAGE_TRESOR"|"6/24/2014 2:54:13 PM"|"7/3/2014 11:46:11 AM"|"False"
"[GRASRLYOSQLB\INST2]"|"USR_VEEAM"|"VeeamOne"|"1/9/2014 3:37:06 PM"|"10/30/2019 2:26:14 PM"|"True"
"[GRASRLYOSQLB\INST2]"|"USR_VMware"|"VMware_Update_Manager"|"3/3/2014 11:54:32 AM"|"10/30/2019 2:26:25 PM"|"True"
"[GRASRLYOSQLB2\INST2]"|"BUILTIN\Administrators"|"master"|"4/16/2020 8:15:53 PM"|"4/16/2020 8:15:53 PM"|"False"
"[GRASRLYOSQLB2\INST2]"|"GRA2000\AG_Pilotes Centre de Contact"|"master"|"4/12/2021 9:48:57 AM"|"4/12/2021 9:50:13 AM"|"False"
"[GRASRLYOSQLB2\INST2]"|"GRA2000\IG_ADMIN_SQLSYSADMIN"|"master"|"11/12/2021 3:26:19 PM"|"11/12/2021 3:26:20 PM"|"False"
"[GRASRLYOSQLB2\INST2]"|"GRA2000\LocalAdmin_GRASRLYOSQLB2_SQL_USR_DEV"|"master"|"9/28/2020 11:44:38 AM"|"9/28/2020 11:44:38 AM"|"False"
"[GRASRLYOSQLB2\INST2]"|"GRA2000\R10871"|"master"|"6/22/2020 5:17:03 PM"|"6/22/2020 5:17:03 PM"|"False"
"[GRASRLYOSQLB2\INST2]"|"GRA2000\R11030"|"master"|"4/16/2020 8:15:53 PM"|"6/22/2021 3:12:13 PM"|"False"
"[GRASRLYOSQLB2\INST2]"|"NT Service\MSSQL$INST2"|"master"|"4/16/2020 8:15:53 PM"|"4/16/2020 8:15:53 PM"|"False"
"[GRASRLYOSQLB2\INST2]"|"NT SERVICE\SQLAgent$INST2"|"master"|"4/16/2020 8:15:53 PM"|"4/16/2020 8:15:53 PM"|"False"
"[GRASRLYOSQLB2\INST2]"|"NT SERVICE\SQLWriter"|"master"|"4/16/2020 8:15:53 PM"|"4/16/2020 8:15:53 PM"|"False"
"[GRASRLYOSQLB2\INST2]"|"NT SERVICE\Winmgmt"|"master"|"4/16/2020 8:15:53 PM"|"4/16/2020 8:15:53 PM"|"False"
"[GRASRLYOSQLB2\INST2]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"4/16/2020 8:15:53 PM"|"False"
"[GRASRLYOSQLB2]"|"BUILTIN\Administrators"|"master"|"8/12/2019 4:21:27 PM"|"8/12/2019 4:21:27 PM"|"False"
"[GRASRLYOSQLB2]"|"GRA2000\IG_ADMIN_SQLSYSADMIN"|"master"|"11/12/2021 3:26:19 PM"|"11/12/2021 3:26:20 PM"|"False"
"[GRASRLYOSQLB2]"|"GRA2000\R00814"|"master"|"3/27/2020 4:21:40 PM"|"3/27/2020 4:21:40 PM"|"False"
"[GRASRLYOSQLB2]"|"GRA2000\R11030"|"master"|"8/12/2019 4:21:27 PM"|"6/22/2021 3:34:09 PM"|"False"
"[GRASRLYOSQLB2]"|"NT Service\MSSQLSERVER"|"master"|"8/12/2019 4:21:27 PM"|"8/12/2019 4:21:27 PM"|"False"
"[GRASRLYOSQLB2]"|"NT SERVICE\SQLSERVERAGENT"|"master"|"8/12/2019 4:21:28 PM"|"8/12/2019 4:21:28 PM"|"False"
"[GRASRLYOSQLB2]"|"NT SERVICE\SQLWriter"|"master"|"8/12/2019 4:21:27 PM"|"8/12/2019 4:21:27 PM"|"False"
"[GRASRLYOSQLB2]"|"NT SERVICE\Winmgmt"|"master"|"8/12/2019 4:21:27 PM"|"8/12/2019 4:21:27 PM"|"False"
"[GRASRLYOSQLB2]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"6/11/2020 4:07:19 PM"|"False"
"[GRASRLYOSQLPRD]"|"BUILTIN\Administrators"|"master"|"10/10/2019 9:37:24 AM"|"10/10/2019 9:37:24 AM"|"False"
"[GRASRLYOSQLPRD]"|"GRA2000\adm_R11030"|"master"|"10/7/2021 8:09:34 AM"|"10/7/2021 8:09:34 AM"|"False"
"[GRASRLYOSQLPRD]"|"GRA2000\Domain Admins"|"master"|"10/10/2019 9:37:24 AM"|"10/10/2019 9:37:24 AM"|"False"
"[GRASRLYOSQLPRD]"|"GRA2000\IG_ADMIN_SQLSYSADMIN"|"master"|"11/12/2021 3:26:19 PM"|"11/12/2021 3:26:20 PM"|"False"
"[GRASRLYOSQLPRD]"|"GRA2000\R11030"|"master"|"6/22/2021 3:34:08 PM"|"10/7/2021 8:08:18 AM"|"False"
"[GRASRLYOSQLPRD]"|"GRA2000\R14578"|"master"|"3/12/2021 8:21:45 AM"|"3/12/2021 8:21:45 AM"|"False"
"[GRASRLYOSQLPRD]"|"NT Service\MSSQLSERVER"|"master"|"10/10/2019 9:37:24 AM"|"10/10/2019 9:37:24 AM"|"False"
"[GRASRLYOSQLPRD]"|"NT SERVICE\SQLSERVERAGENT"|"master"|"10/10/2019 9:37:24 AM"|"10/10/2019 9:37:24 AM"|"False"
"[GRASRLYOSQLPRD]"|"NT SERVICE\SQLWriter"|"master"|"10/10/2019 9:37:24 AM"|"10/10/2019 9:37:24 AM"|"False"
"[GRASRLYOSQLPRD]"|"NT SERVICE\Winmgmt"|"master"|"10/10/2019 9:37:24 AM"|"10/10/2019 9:37:24 AM"|"False"
"[GRASRLYOSQLPRD]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"5/12/2021 9:05:26 AM"|"False"
"[GRASRLYOSQLPRD]"|"usr_sccm"|"master"|"10/7/2021 8:11:51 AM"|"10/7/2021 10:47:15 AM"|"False"
"[GRASRLYOSQLPRD]"|"WebDosi"|"master"|"3/3/2020 1:59:34 PM"|"2/10/2021 2:22:53 PM"|"False"
"[GRASRLYOSQLSP]"|"BUILTIN\Administrators"|"master"|"12/31/2018 1:08:40 PM"|"12/31/2018 1:08:40 PM"|"False"
"[GRASRLYOSQLSP]"|"GRA2000\IG_ADMIN_SQLSYSADMIN"|"master"|"11/12/2021 3:26:19 PM"|"11/12/2021 3:26:20 PM"|"False"
"[GRASRLYOSQLSP]"|"GRA2000\R00814"|"master"|"12/31/2018 1:08:40 PM"|"12/31/2018 1:08:40 PM"|"False"
"[GRASRLYOSQLSP]"|"GRA2000\R10871"|"master"|"9/9/2019 11:18:31 PM"|"9/9/2019 11:18:32 PM"|"False"
"[GRASRLYOSQLSP]"|"GRA2000\R11030"|"master"|"6/23/2021 9:42:38 AM"|"6/23/2021 9:42:39 AM"|"False"
"[GRASRLYOSQLSP]"|"NT Service\MSSQLSERVER"|"master"|"12/31/2018 1:08:40 PM"|"12/31/2018 1:08:40 PM"|"False"
"[GRASRLYOSQLSP]"|"NT SERVICE\SQLSERVERAGENT"|"master"|"12/31/2018 1:08:40 PM"|"12/31/2018 1:08:40 PM"|"False"
"[GRASRLYOSQLSP]"|"NT SERVICE\SQLWriter"|"master"|"12/31/2018 1:08:40 PM"|"12/31/2018 1:08:40 PM"|"False"
"[GRASRLYOSQLSP]"|"NT SERVICE\Winmgmt"|"master"|"12/31/2018 1:08:40 PM"|"12/31/2018 1:08:40 PM"|"False"
"[GRASRLYOSQLSP]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"12/31/2018 1:08:40 PM"|"False"
"[GRASRCLFDTW1]"|"batch"|"master"|"6/4/2018 3:59:35 PM"|"6/7/2018 3:55:22 PM"|"False"
"[GRASRCLFDTW1]"|"BUILTIN\Administrators"|"master"|"6/4/2018 3:42:35 PM"|"6/6/2018 10:31:25 AM"|"False"
"[GRASRCLFDTW1]"|"C8_USER"|"DWH_CDG2"|"6/4/2018 3:59:35 PM"|"5/3/2021 11:04:45 AM"|"False"
"[GRASRCLFDTW1]"|"GRA2000\IG_ADMIN_SQLDEVSYSADMIN"|"master"|"11/12/2021 3:27:28 PM"|"11/12/2021 3:27:29 PM"|"False"
"[GRASRCLFDTW1]"|"GRA2000\IG_ADMIN_SQLSYSADMIN"|"master"|"11/12/2021 3:26:19 PM"|"11/12/2021 3:26:20 PM"|"False"
"[GRASRCLFDTW1]"|"GRA2000\R11030"|"master"|"6/4/2018 3:42:35 PM"|"6/6/2018 10:30:41 AM"|"False"
"[GRASRCLFDTW1]"|"GRA2000\S_OpConxps"|"master"|"6/7/2018 10:57:10 AM"|"6/7/2018 10:57:10 AM"|"False"
"[GRASRCLFDTW1]"|"NT Service\MSSQLSERVER"|"master"|"6/4/2018 3:42:35 PM"|"6/4/2018 3:42:35 PM"|"False"
"[GRASRCLFDTW1]"|"NT SERVICE\SQLSERVERAGENT"|"master"|"6/4/2018 3:42:36 PM"|"6/4/2018 3:42:36 PM"|"False"
"[GRASRCLFDTW1]"|"NT SERVICE\SQLWriter"|"master"|"6/4/2018 3:42:35 PM"|"6/4/2018 3:42:35 PM"|"False"
"[GRASRCLFDTW1]"|"NT SERVICE\Winmgmt"|"master"|"6/4/2018 3:42:35 PM"|"6/4/2018 3:42:35 PM"|"False"
"[GRASRCLFDTW1]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"7/1/2020 7:52:06 AM"|"False"
"[GRASRCLFDTW1]"|"usr_cdg"|"master"|"11/3/2020 3:39:28 PM"|"11/3/2020 3:41:10 PM"|"False"
"[GRASRLYOSQL8\DEV]"|"BUILTIN\Administrators"|"master"|"6/26/2018 8:27:59 AM"|"6/26/2018 8:27:59 AM"|"False"
"[GRASRLYOSQL8\DEV]"|"GRA2000\IG_ADMIN_SQLDEVSYSADMIN"|"master"|"11/12/2021 3:27:28 PM"|"11/12/2021 3:27:29 PM"|"False"
"[GRASRLYOSQL8\DEV]"|"GRA2000\IG_ADMIN_SQLSYSADMIN"|"master"|"11/12/2021 3:26:19 PM"|"11/12/2021 3:26:20 PM"|"False"
"[GRASRLYOSQL8\DEV]"|"GRA2000\LocalAdmin_GRASKWG2Q3_SQL_DEV"|"master"|"9/8/2020 8:29:53 AM"|"9/8/2020 8:29:53 AM"|"False"
"[GRASRLYOSQL8\DEV]"|"GRA2000\R11030"|"master"|"6/26/2018 8:27:59 AM"|"6/29/2018 8:45:28 AM"|"False"
"[GRASRLYOSQL8\DEV]"|"GRA2000\R11468"|"master"|"6/29/2018 8:45:28 AM"|"6/29/2018 8:45:29 AM"|"False"
"[GRASRLYOSQL8\DEV]"|"GRA2000\R13015"|"master"|"9/10/2020 4:34:38 PM"|"9/10/2020 4:35:28 PM"|"False"
"[GRASRLYOSQL8\DEV]"|"graadev"|"master"|"6/29/2018 8:45:30 AM"|"7/30/2021 1:57:45 PM"|"False"
"[GRASRLYOSQL8\DEV]"|"NT Service\MSSQL$DEV"|"master"|"6/26/2018 8:27:59 AM"|"6/26/2018 8:27:59 AM"|"False"
"[GRASRLYOSQL8\DEV]"|"NT SERVICE\SQLAgent$DEV"|"master"|"6/26/2018 8:27:59 AM"|"6/26/2018 8:27:59 AM"|"False"
"[GRASRLYOSQL8\DEV]"|"NT SERVICE\SQLWriter"|"master"|"6/26/2018 8:27:59 AM"|"6/26/2018 8:27:59 AM"|"False"
"[GRASRLYOSQL8\DEV]"|"NT SERVICE\Winmgmt"|"master"|"6/26/2018 8:27:59 AM"|"6/26/2018 8:27:59 AM"|"False"
"[GRASRLYOSQL8\DEV]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"9/30/2021 3:01:39 PM"|"False"
"[GRASRLYOSQL8\KLIF]"|"ADMINISTRAT"|"master"|"6/26/2018 9:00:52 AM"|"7/11/2018 11:59:50 AM"|"False"
"[GRASRLYOSQL8\KLIF]"|"BUILTIN\Administrators"|"master"|"6/25/2018 4:23:23 PM"|"6/25/2018 4:23:23 PM"|"False"
"[GRASRLYOSQL8\KLIF]"|"GRA2000\IG_ADMIN_SQLDEVSYSADMIN"|"master"|"11/12/2021 3:27:28 PM"|"11/12/2021 3:27:29 PM"|"False"
"[GRASRLYOSQL8\KLIF]"|"GRA2000\IG_ADMIN_SQLSYSADMIN"|"master"|"11/12/2021 3:26:19 PM"|"11/12/2021 3:26:20 PM"|"False"
"[GRASRLYOSQL8\KLIF]"|"GRA2000\LocalAdmin_GRASKWG2Q3_SQL_KLIF"|"master"|"9/8/2020 8:31:08 AM"|"9/8/2020 8:31:08 AM"|"False"
"[GRASRLYOSQL8\KLIF]"|"GRA2000\R11030"|"master"|"6/25/2018 4:23:23 PM"|"7/11/2019 3:16:29 PM"|"False"
"[GRASRLYOSQL8\KLIF]"|"graadev"|"master"|"6/26/2018 9:00:52 AM"|"6/26/2018 9:00:53 AM"|"False"
"[GRASRLYOSQL8\KLIF]"|"NT Service\MSSQL$KLIF"|"master"|"6/25/2018 4:23:23 PM"|"6/25/2018 4:23:23 PM"|"False"
"[GRASRLYOSQL8\KLIF]"|"NT SERVICE\SQLAgent$KLIF"|"master"|"6/25/2018 4:23:23 PM"|"6/25/2018 4:23:23 PM"|"False"
"[GRASRLYOSQL8\KLIF]"|"NT SERVICE\SQLWriter"|"master"|"6/25/2018 4:23:23 PM"|"6/25/2018 4:23:23 PM"|"False"
"[GRASRLYOSQL8\KLIF]"|"NT SERVICE\Winmgmt"|"master"|"6/25/2018 4:23:23 PM"|"6/25/2018 4:23:23 PM"|"False"
"[GRASRLYOSQL8\KLIF]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"7/20/2019 12:00:07 AM"|"False"
"[GRASRLYOSQLGK1]"|"ADM_GENESYS"|"master"|"9/13/2019 3:51:28 PM"|"5/13/2020 11:25:57 AM"|"False"
"[GRASRLYOSQLGK1]"|"ADM_GENESYS1"|"master"|"7/29/2019 3:07:06 PM"|"7/29/2019 4:18:47 PM"|"False"
"[GRASRLYOSQLGK1]"|"BUILTIN\Administrators"|"master"|"6/14/2019 8:44:19 AM"|"6/14/2019 8:44:19 AM"|"False"
"[GRASRLYOSQLGK1]"|"GRA2000\IG_ADMIN_SQLDEVSYSADMIN"|"master"|"11/12/2021 3:27:28 PM"|"11/12/2021 3:27:29 PM"|"False"
"[GRASRLYOSQLGK1]"|"GRA2000\IG_ADMIN_SQLSYSADMIN"|"master"|"11/12/2021 3:26:19 PM"|"11/12/2021 3:26:20 PM"|"False"
"[GRASRLYOSQLGK1]"|"GRA2000\R11030"|"master"|"6/14/2019 8:44:19 AM"|"6/22/2021 3:34:09 PM"|"False"
"[GRASRLYOSQLGK1]"|"NT Service\MSSQLSERVER"|"master"|"6/14/2019 8:44:19 AM"|"6/14/2019 8:44:19 AM"|"False"
"[GRASRLYOSQLGK1]"|"NT SERVICE\SQLSERVERAGENT"|"master"|"6/14/2019 8:44:20 AM"|"6/14/2019 8:44:20 AM"|"False"
"[GRASRLYOSQLGK1]"|"NT SERVICE\SQLWriter"|"master"|"6/14/2019 8:44:19 AM"|"6/14/2019 8:44:19 AM"|"False"
"[GRASRLYOSQLGK1]"|"NT SERVICE\Winmgmt"|"master"|"6/14/2019 8:44:19 AM"|"6/14/2019 8:44:19 AM"|"False"
"[GRASRLYOSQLGK1]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"6/5/2020 2:23:12 PM"|"False"
"[GRASRLYOSQLGK1]"|"USR_EXPLOIT"|"master"|"8/3/2021 10:09:08 AM"|"8/3/2021 10:09:09 AM"|"False"
"[GRASRLYOSQLKLIF]"|"BUILTIN\Administrators"|"master"|"3/3/2020 9:40:21 AM"|"3/3/2020 9:40:37 AM"|"False"
"[GRASRLYOSQLKLIF]"|"GRA2000\IG_ADMIN_SQLDEVSYSADMIN"|"master"|"11/12/2021 3:27:28 PM"|"11/12/2021 3:27:29 PM"|"False"
"[GRASRLYOSQLKLIF]"|"GRA2000\IG_ADMIN_SQLSYSADMIN"|"master"|"11/12/2021 3:26:19 PM"|"11/12/2021 3:26:20 PM"|"False"
"[GRASRLYOSQLKLIF]"|"GRA2000\LocalAdmin_GRASRLYOSQLKLIF"|"master"|"3/2/2020 2:19:23 PM"|"3/2/2020 2:19:23 PM"|"False"
"[GRASRLYOSQLKLIF]"|"GRA2000\R11030"|"master"|"6/23/2021 9:42:38 AM"|"6/23/2021 9:42:39 AM"|"False"
"[GRASRLYOSQLKLIF]"|"GRA2000\R13780"|"master"|"3/2/2020 2:19:23 PM"|"3/2/2020 2:19:23 PM"|"False"
"[GRASRLYOSQLKLIF]"|"NT Service\MSSQLSERVER"|"master"|"3/2/2020 2:19:23 PM"|"3/2/2020 2:19:23 PM"|"False"
"[GRASRLYOSQLKLIF]"|"NT SERVICE\SQLSERVERAGENT"|"master"|"3/2/2020 2:19:23 PM"|"3/2/2020 2:19:23 PM"|"False"
"[GRASRLYOSQLKLIF]"|"NT SERVICE\SQLWriter"|"master"|"3/2/2020 2:19:23 PM"|"3/2/2020 2:19:23 PM"|"False"
"[GRASRLYOSQLKLIF]"|"NT SERVICE\Winmgmt"|"master"|"3/2/2020 2:19:23 PM"|"3/2/2020 2:19:23 PM"|"False"
"[GRASRLYOSQLKLIF]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"3/2/2020 2:19:23 PM"|"False"
"[GRASRLYOSQLKLIF]"|"USR_EZV_KLIF"|"master"|"5/11/2020 9:11:02 AM"|"6/18/2020 3:12:06 PM"|"False"
"[GRASRLYOSQLUIP]"|"BUILTIN\Administrators"|"master"|"3/4/2020 9:05:27 AM"|"3/4/2020 9:05:43 AM"|"False"
"[GRASRLYOSQLUIP]"|"GRA2000\IG_ADMIN_SQLDEVSYSADMIN"|"master"|"11/12/2021 3:27:28 PM"|"11/12/2021 3:27:29 PM"|"False"
"[GRASRLYOSQLUIP]"|"GRA2000\IG_ADMIN_SQLSYSADMIN"|"master"|"11/12/2021 3:26:19 PM"|"11/12/2021 3:26:20 PM"|"False"
"[GRASRLYOSQLUIP]"|"GRA2000\LocalAdmin_GRASRLYOSQLUIP"|"master"|"1/15/2020 2:26:06 PM"|"1/15/2020 2:26:06 PM"|"False"
"[GRASRLYOSQLUIP]"|"GRA2000\R11030"|"master"|"6/23/2021 9:42:38 AM"|"6/23/2021 9:42:39 AM"|"False"
"[GRASRLYOSQLUIP]"|"NT Service\MSSQLSERVER"|"master"|"1/15/2020 2:26:06 PM"|"1/15/2020 2:26:07 PM"|"False"
"[GRASRLYOSQLUIP]"|"NT SERVICE\SQLSERVERAGENT"|"master"|"1/15/2020 2:26:07 PM"|"1/15/2020 2:26:07 PM"|"False"
"[GRASRLYOSQLUIP]"|"NT SERVICE\SQLWriter"|"master"|"1/15/2020 2:26:06 PM"|"1/15/2020 2:26:06 PM"|"False"
"[GRASRLYOSQLUIP]"|"NT SERVICE\Winmgmt"|"master"|"1/15/2020 2:26:06 PM"|"1/15/2020 2:26:06 PM"|"False"
"[GRASRLYOSQLUIP]"|"S_uiporch"|"master"|"1/21/2020 10:33:37 AM"|"1/21/2020 10:33:37 AM"|"False"
"[GRASRLYOSQLUIP]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"6/11/2020 5:02:51 PM"|"False"
"[GRASRLYOSQLUIPP]"|"BUILTIN\Administrators"|"master"|"3/4/2020 9:09:22 AM"|"3/4/2020 9:09:31 AM"|"False"
"[GRASRLYOSQLUIPP]"|"GRA2000\IG_ADMIN_SQLDEVSYSADMIN"|"master"|"11/12/2021 3:27:28 PM"|"11/12/2021 3:27:29 PM"|"False"
"[GRASRLYOSQLUIPP]"|"GRA2000\IG_ADMIN_SQLSYSADMIN"|"master"|"11/12/2021 3:26:19 PM"|"11/12/2021 3:26:20 PM"|"False"
"[GRASRLYOSQLUIPP]"|"GRA2000\LocalAdmin_GRASRLYOSQLUIPP"|"master"|"1/20/2020 2:42:36 PM"|"1/20/2020 2:42:36 PM"|"False"
"[GRASRLYOSQLUIPP]"|"GRA2000\R11030"|"master"|"6/23/2021 9:42:38 AM"|"6/23/2021 9:42:39 AM"|"False"
"[GRASRLYOSQLUIPP]"|"NT Service\MSSQLSERVER"|"master"|"1/20/2020 2:42:36 PM"|"1/20/2020 2:42:36 PM"|"False"
"[GRASRLYOSQLUIPP]"|"NT SERVICE\SQLSERVERAGENT"|"master"|"1/20/2020 2:42:36 PM"|"1/20/2020 2:42:36 PM"|"False"
"[GRASRLYOSQLUIPP]"|"NT SERVICE\SQLWriter"|"master"|"1/20/2020 2:42:36 PM"|"1/20/2020 2:42:36 PM"|"False"
"[GRASRLYOSQLUIPP]"|"NT SERVICE\Winmgmt"|"master"|"1/20/2020 2:42:36 PM"|"1/20/2020 2:42:36 PM"|"False"
"[GRASRLYOSQLUIPP]"|"S_uiporch-pp"|"master"|"2/6/2020 4:21:03 PM"|"2/6/2020 4:21:03 PM"|"False"
"[GRASRLYOSQLUIPP]"|"sa"|"master"|"4/8/2003 9:10:35 AM"|"6/11/2020 11:16:57 AM"|"False"
